anime,end,information,score,start
Angel Beats!: Another Epilogue,2010,"|Special (1 eps)|Dec 2010 - Dec 2010|204,243 members|",7.5,2010
Angel Densetsu,1996,"|OVA (2 eps)|Dec 1996 - Dec 1996|25,842 members|",7.5,1996
Aura: Maryuuin Kouga Saigo no Tatakai,2013,"|Movie (1 eps)|Apr 2013 - Apr 2013|42,022 members|",7.5,2013
Be-Bop Highschool,1998,"|OVA (7 eps)|Jan 1990 - Oct 1998|4,663 members|",7.5,1990
Bobobo-bo Bo-bobo,2005,"|TV (76 eps)|Nov 2003 - Sep 2005|70,511 members|",7.5,2003
Candy Candy,1979,"|TV (115 eps)|Oct 1976 - Feb 1979|21,096 members|",7.5,1976
Days: Touin Gakuen-sen!,2018,"|OVA (3 eps)|Mar 2018 - Jul 2018|18,401 members|",7.5,2018
Doraemon (2005),NA,"|TV (? eps)|Apr 2005 - |10,956 members|",7.5,2005
Gabriel DropOut,2017,"|TV (12 eps)|Jan 2017 - Mar 2017|329,922 members|",7.5,2017
Heppoko Jikken Animation Excel♥Saga,2000,"|TV (26 eps)|Oct 1999 - Mar 2000|92,021 members|",7.5,1999
Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,2016,"|Movie (1 eps)|Apr 2016 - Apr 2016|19,894 members|",7.5,2016
Imawa no Kuni no Alice (OVA),2015,"|OVA (3 eps)|Oct 2014 - Feb 2015|32,798 members|",7.5,2014
Initial D: Project D to the Next Stage - Project D e Mukete,2003,"|Special (1 eps)|Mar 2003 - Mar 2003|7,545 members|",7.5,2003
Ling Qi 2,2018,"|TV (12 eps)|Feb 2018 - May 2018|26,941 members|",7.5,2018
Marmalade Boy,1995,"|TV (76 eps)|Mar 1994 - Sep 1995|40,906 members|",7.5,1994
Aishiteruze Baby★★,2004,"|TV (26 eps)|Apr 2004 - Oct 2004|88,170 members|",7.49,2004
Baki: Dai Raitaisai-hen,2020,"|ONA (13 eps)|Jun 2020 - Jun 2020|62,948 members|",7.49,2020
Charlotte: Tsuyoimono-tachi,2016,"|Special (1 eps)|Mar 2016 - Mar 2016|114,776 members|",7.49,2016
Chouyaku Hyakuninisshu: Uta Koi.,2012,"|TV (13 eps)|Jul 2012 - Sep 2012|23,999 members|",7.49,2012
Detective Conan Movie 11: Jolly Roger in the Deep Azure,2007,"|Movie (1 eps)|Apr 2007 - Apr 2007|32,739 members|",7.49,2007
Digimon Adventure tri. 1: Saikai,2015,"|Movie (1 eps)|Nov 2015 - Nov 2015|97,207 members|",7.49,2015
Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,2017,"|OVA (1 eps)|Aug 2017 - Aug 2017|20,111 members|",7.49,2017
Hakuouki Reimeiroku,2012,"|TV (12 eps)|Jul 2012 - Sep 2012|47,377 members|",7.49,2012
Hal,2013,"|Movie (1 eps)|Jun 2013 - Jun 2013|105,374 members|",7.49,2013
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,2020,"|OVA (1 eps)|Mar 2020 - Mar 2020|21,256 members|",7.49,2020
Joshiraku,2012,"|TV (13 eps)|Jul 2012 - Sep 2012|93,978 members|",7.49,2012
Junjou Romantica Special,2008,"|Special (1 eps)|2008 - 2008|28,095 members|",7.49,2008
Kaichou wa Maid-sama!: Omake dayo!,2011,"|Special (1 eps)|May 2011 - May 2011|94,200 members|",7.49,2011
Kamichu! Specials,2006,"|Special (4 eps)|Nov 2005 - Mar 2006|9,500 members|",7.49,2005
Kara no Kyoukai: Mirai Fukuin - Extra Chorus,2013,"|Special (1 eps)|Sep 2013 - Sep 2013|33,412 members|",7.49,2013
"Kimi to, Nami ni Noretara",2019,"|Movie (1 eps)|Jun 2019 - Jun 2019|61,171 members|",7.49,2019
Kingsglaive: Final Fantasy XV,2016,"|Movie (1 eps)|Jul 2016 - Jul 2016|46,649 members|",7.49,2016
Kiniro no Corda: Primo Passo,2007,"|TV (25 eps)|Oct 2006 - Mar 2007|84,968 members|",7.49,2006
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",2012,"|OVA (1 eps)|Oct 2012 - Oct 2012|90,246 members|",7.49,2012
Koukaku Kidoutai: Shin Movie,2015,"|Movie (1 eps)|Jun 2015 - Jun 2015|39,315 members|",7.49,2015
Kuroshitsuji II Specials,2011,"|Special (6 eps)|Oct 2010 - May 2011|97,212 members|",7.49,2010
Love Stage!!: Chotto ja Nakutte,2014,"|OVA (1 eps)|Nov 2014 - Nov 2014|47,319 members|",7.49,2014
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,2017,"|Movie (1 eps)|Jun 2017 - Jun 2017|126,578 members|",7.49,2017
"Momoko, Kaeru no Uta ga Kikoeru yo.",2003,"|Movie (1 eps)|Jul 2003 - Jul 2003|2,976 members|",7.49,2003
On Your Mark,1995,"|Music (1 eps)|Jun 1995 - Jun 1995|23,799 members|",7.49,1995
Psycho-Pass: Sinners of the System Case.2 - First Guardian,2019,"|Movie (1 eps)|Feb 2019 - Feb 2019|52,533 members|",7.49,2019
Saki,2009,"|TV (25 eps)|Apr 2009 - Sep 2009|78,104 members|",7.49,2009
Samurai 7,2004,"|TV (26 eps)|Jun 2004 - Dec 2004|107,613 members|",7.49,2004
Shonan Junai Gumi!,1997,"|OVA (5 eps)|Jan 1994 - Jan 1997|34,440 members|",7.49,1994
"Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",1999,"|Special (3 eps)|Sep 1998 - Sep 1999|24,900 members|",7.49,1998
Suzumiya Haruhi-chan no Yuuutsu,2009,"|ONA (25 eps)|Feb 2009 - May 2009|89,741 members|",7.49,2009
Tanoshii Muumin Ikka Bouken Nikki,1992,"|TV (26 eps)|Oct 1991 - Mar 1992|4,741 members|",7.49,1991
Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,2005,"|Movie (1 eps)|Jan 2005 - Jan 2005|13,268 members|",7.49,2005
Toshokan Sensou,2008,"|TV (12 eps)|Apr 2008 - Jun 2008|60,741 members|",7.49,2008
Nodame Cantabile OVA,2009,"|OVA (1 eps)|Aug 2009 - Aug 2009|24,260 members|",7.48,2009
Oda Nobuna no Yabou,2012,"|TV (12 eps)|Jul 2012 - Sep 2012|236,821 members|",7.48,2012
Otome Youkai Zakuro,2010,"|TV (13 eps)|Oct 2010 - Dec 2010|98,331 members|",7.48,2010
Oushitsu Kyoushi Heine,2017,"|TV (12 eps)|Apr 2017 - Jun 2017|98,556 members|",7.48,2017
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,2011,"|Movie (1 eps)|Mar 2011 - Mar 2011|4,613 members|",7.48,2011
Prison School: Mad Wax,2016,"|OVA (1 eps)|Mar 2016 - Mar 2016|101,451 members|",7.48,2016
Senyuu. 2,2013,"|TV (13 eps)|Jul 2013 - Sep 2013|49,739 members|",7.48,2013
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,2018,"|OVA (1 eps)|May 2018 - May 2018|54,652 members|",7.48,2018
Tales of Symphonia The Animation: Sekai Tougou-hen,2012,"|OVA (3 eps)|Nov 2011 - Oct 2012|21,033 members|",7.48,2011
Tegamibachi: Hikari to Ao no Gensou Yawa,2008,"|Special (1 eps)|Nov 2008 - Nov 2008|13,115 members|",7.48,2008
Tenshi na Konamaiki,2003,"|TV (50 eps)|Apr 2002 - Mar 2003|22,371 members|",7.48,2002
The iDOLM@STER: 765 Pro to Iu Monogatari,2012,"|Special (1 eps)|Jun 2012 - Jun 2012|19,612 members|",7.48,2012
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,2010,"|OVA (1 eps)|Sep 2010 - Sep 2010|56,082 members|",7.48,2010
Yu☆Gi☆Oh! Duel Monsters,2004,"|TV (224 eps)|Apr 2000 - Sep 2004|277,640 members|",7.48,2000
BNA,2020,"|ONA (12 eps)|Apr 2020 - May 2020|193,631 members|",7.48,2020
Boku no Hero Academia the Movie: Futari no Hero Specials,2019,"|Special (2 eps)|Feb 2019 - Feb 2019|75,901 members|",7.48,2019
Carnival Phantasm EX Season,2011,"|OVA (1 eps)|Nov 2011 - Nov 2011|38,391 members|",7.48,2011
CLAMP in Wonderland 2,2007,"|Music (1 eps)|Oct 2007 - Oct 2007|17,843 members|",7.48,2007
Darker than Black: Ryuusei no Gemini,2009,"|TV (12 eps)|Oct 2009 - Dec 2009|342,597 members|",7.48,2009
Date A Bullet: Dead or Bullet,2020,"|Movie (1 eps)|Aug 2020 - Aug 2020|49,572 members|",7.48,2020
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",2018,"|Movie (1 eps)|Jun 2018 - Jun 2018|7,627 members|",7.48,2018
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,2007,"|Movie (1 eps)|Mar 2007 - Mar 2007|4,436 members|",7.48,2007
Future GPX Cyber Formula Sin,2000,"|OVA (5 eps)|Dec 1998 - Mar 2000|1,879 members|",7.48,1998
Gallery Fake,2005,"|TV (37 eps)|Jan 2005 - Sep 2005|11,342 members|",7.48,2005
Goblin Slayer,2018,"|TV (12 eps)|Oct 2018 - Dec 2018|651,668 members|",7.48,2018
Gokudou-kun Manyuuki,1999,"|TV (26 eps)|Apr 1999 - Sep 1999|12,431 members|",7.48,1999
Hokuto no Ken Zero: Kenshirou Den,2008,"|Movie (1 eps)|Oct 2008 - Oct 2008|8,578 members|",7.48,2008
Hokuto no Ken: Raoh Gaiden Junai-hen,2006,"|Movie (1 eps)|Mar 2006 - Mar 2006|9,109 members|",7.48,2006
Huyao Xiao Hongniang: Nan Guo,2018,"|ONA (26 eps)|Nov 2017 - Jun 2018|5,547 members|",7.48,2017
Inu x Boku SS,2012,"|TV (12 eps)|Jan 2012 - Mar 2012|391,437 members|",7.48,2012
Kengan Ashura,2019,"|ONA (12 eps)|Jul 2019 - Jul 2019|65,903 members|",7.48,2019
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,2007,"|Special (1 eps)|Mar 2007 - Mar 2007|21,149 members|",7.48,2007
Kishuku Gakkou no Juliet,2018,"|TV (12 eps)|Oct 2018 - Dec 2018|202,482 members|",7.48,2018
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,2016,"|Movie (1 eps)|Dec 2016 - Dec 2016|28,364 members|",7.48,2016
Mardock Scramble: The First Compression,2010,"|Movie (1 eps)|Oct 2010 - Oct 2010|62,434 members|",7.48,2010
Mugen no Ryvius,2000,"|TV (26 eps)|Oct 1999 - Mar 2000|36,023 members|",7.48,1999
Bai She: Yuan Qi,2019,"|Movie (1 eps)|Jan 2019 - Jan 2019|3,524 members|",7.47,2019
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,2014,"|Special (1 eps)|Sep 2014 - Sep 2014|86,924 members|",7.47,2014
Genshiken Nidaime,2013,"|TV (13 eps)|Jul 2013 - Sep 2013|43,658 members|",7.47,2013
Hibike! Euphonium: Kakedasu Monaka,2015,"|Special (1 eps)|Dec 2015 - Dec 2015|40,158 members|",7.47,2015
Huyao Xiao Hongniang: Zhu Ye,2019,"|ONA (12 eps)|Mar 2019 - May 2019|3,360 members|",7.47,2019
Isekai Quartet,2019,"|TV (12 eps)|Apr 2019 - Jun 2019|264,223 members|",7.47,2019
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,2013,"|Movie (1 eps)|Jun 2013 - Jun 2013|51,758 members|",7.47,2013
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,2017,"|Movie (1 eps)|Jan 2017 - Jan 2017|28,411 members|",7.47,2017
Kyou kara Maou! R,2008,"|OVA (5 eps)|Oct 2007 - Mar 2008|20,238 members|",7.47,2007
Magic Knight Rayearth,1995,"|TV (20 eps)|Oct 1994 - Mar 1995|52,294 members|",7.47,1994
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,2009,"|OVA (3 eps)|Aug 2008 - Feb 2009|26,777 members|",7.47,2008
Medaka Box Abnormal,2012,"|TV (12 eps)|Oct 2012 - Dec 2012|115,336 members|",7.47,2012
Naruto: Shippuuden Movie 5 - Blood Prison,2011,"|Movie (1 eps)|Jul 2011 - Jul 2011|153,623 members|",7.47,2011
Pokemon Generations,2017,"|ONA (18 eps)|Dec 2016 - Feb 2017|35,912 members|",7.47,2016
Shingeki no Bahamut: Virgin Soul,2017,"|TV (24 eps)|Apr 2017 - Sep 2017|182,787 members|",7.47,2017
Shinryaku! Ika Musume,2010,"|TV (12 eps)|Oct 2010 - Dec 2010|155,257 members|",7.47,2010
Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,2011,"|Movie (1 eps)|Sep 2011 - Sep 2011|9,136 members|",7.47,2011
Tensei shitara Slime Datta Ken OVA,2020,"|OVA (5 eps)|Jul 2019 - Nov 2020|111,081 members|",7.47,2019
Tonari no Seki-kun Specials,2014,"|Special (2 eps)|May 2014 - May 2014|25,975 members|",7.47,2014
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,2015,"|OVA (2 eps)|Dec 2014 - May 2015|72,348 members|",7.47,2014
Yawara!,1992,"|TV (124 eps)|Oct 1989 - Sep 1992|14,356 members|",7.47,1989
Yowamushi Pedal: Spare Bike,2016,"|Movie (1 eps)|Sep 2016 - Sep 2016|9,126 members|",7.47,2016
Oshi ga Budoukan Ittekuretara Shinu,2020,"|TV (12 eps)|Jan 2020 - Mar 2020|26,581 members|",7.46,2020
Paniponi Dash!,2005,"|TV (26 eps)|Jul 2005 - Dec 2005|53,002 members|",7.46,2005
PriPara,2017,"|TV (140 eps)|Jul 2014 - Mar 2017|15,905 members|",7.46,2014
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,2008,"|Special (1 eps)|Aug 2008 - Aug 2008|9,208 members|",7.46,2008
Senki Zesshou Symphogear G,2013,"|TV (13 eps)|Jul 2013 - Sep 2013|48,347 members|",7.46,2013
Shinreigari,2008,"|TV (22 eps)|Oct 2007 - Apr 2008|117,739 members|",7.46,2007
Simoun,2006,"|TV (26 eps)|Apr 2006 - Sep 2006|35,815 members|",7.46,2006
Taiho Shichau zo,1995,"|OVA (4 eps)|Sep 1994 - Nov 1995|17,153 members|",7.46,1994
Tetsuwan Birdy Decode,2008,"|TV (13 eps)|Jul 2008 - Sep 2008|79,311 members|",7.46,2008
Toradora!: Bentou no Gokui,2011,"|Special (1 eps)|Dec 2011 - Dec 2011|132,494 members|",7.46,2011
Urusei Yatsura Movie 5: Kanketsu-hen,1988,"|Movie (1 eps)|Feb 1988 - Feb 1988|5,115 members|",7.46,1988
Wangan Midnight,2008,"|TV (26 eps)|Jun 2007 - Sep 2008|24,410 members|",7.46,2007
WWW.Working!!,2016,"|TV (13 eps)|Oct 2016 - Dec 2016|120,442 members|",7.46,2016
Yu☆Gi☆Oh! The Dark Side of Dimensions,2016,"|Movie (1 eps)|Apr 2016 - Apr 2016|49,505 members|",7.46,2016
Ani ni Tsukeru Kusuri wa Nai!,2017,"|TV (12 eps)|Apr 2017 - Jun 2017|57,179 members|",7.46,2017
Ao no Exorcist: Kyoto Fujouou-hen,2017,"|TV (12 eps)|Jan 2017 - Mar 2017|491,546 members|",7.46,2017
Bleach Movie 1: Memories of Nobody,2006,"|Movie (1 eps)|Dec 2006 - Dec 2006|216,718 members|",7.46,2006
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,2007,"|Movie (1 eps)|Dec 2007 - Dec 2007|192,482 members|",7.46,2007
Brave Story,2006,"|Movie (1 eps)|Jul 2006 - Jul 2006|36,670 members|",7.46,2006
Chio-chan no Tsuugakuro,2018,"|TV (12 eps)|Jul 2018 - Sep 2018|86,279 members|",7.46,2018
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,2015,"|Special (1 eps)|Oct 2015 - Oct 2015|73,170 members|",7.46,2015
Freedom,2008,"|OVA (7 eps)|Nov 2006 - May 2008|20,122 members|",7.46,2006
Gantz:O,2016,"|Movie (1 eps)|Oct 2016 - Oct 2016|67,756 members|",7.46,2016
Gokinjo Monogatari,1996,"|TV (50 eps)|Sep 1995 - Sep 1996|13,051 members|",7.46,1995
Golden Kamuy 2nd Season OVA,2020,"|OVA (3 eps)|Mar 2019 - Sep 2020|12,524 members|",7.46,2019
High School DxD BorN,2015,"|TV (12 eps)|Apr 2015 - Jun 2015|538,476 members|",7.46,2015
Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,2014,"|Movie (1 eps)|Sep 2014 - Sep 2014|33,487 members|",7.46,2014
Level E,2011,"|TV (13 eps)|Jan 2011 - Apr 2011|79,895 members|",7.46,2011
Lilac,2018,"|Music (1 eps)|Jun 2018 - Jun 2018|2,858 members|",7.46,2018
Mahou Shoujo Lyrical Nanoha: Reflection,2017,"|Movie (1 eps)|Jul 2017 - Jul 2017|11,088 members|",7.46,2017
Mai-HiME,2005,"|TV (26 eps)|Sep 2004 - Mar 2005|100,071 members|",7.46,2004
Majokko Shimai no Yoyo to Nene,2013,"|Movie (1 eps)|Dec 2013 - Dec 2013|14,205 members|",7.46,2013
Mardock Scramble: The Third Exhaust,2012,"|Movie (1 eps)|Sep 2012 - Sep 2012|30,863 members|",7.46,2012
Mobile Suit Gundam Wing: Operation Meteor,1996,"|OVA (4 eps)|Apr 1996 - Oct 1996|9,455 members|",7.46,1996
Aldnoah.Zero,2014,"|TV (12 eps)|Jul 2014 - Sep 2014|423,300 members|",7.45,2014
Amagami SS+ Plus,2012,"|TV (13 eps)|Jan 2012 - Mar 2012|126,576 members|",7.45,2012
Aoki Hagane no Arpeggio: Ars Nova DC,2015,"|Movie (1 eps)|Jan 2015 - Jan 2015|22,244 members|",7.45,2015
Ayakashi: Japanese Classic Horror,2006,"|TV (11 eps)|Jan 2006 - Mar 2006|55,510 members|",7.45,2006
Chou Denji Machine Voltes V,1978,"|TV (40 eps)|Jun 1977 - Mar 1978|5,508 members|",7.45,1977
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,2009,"|OVA (1 eps)|Apr 2009 - Apr 2009|10,349 members|",7.45,2009
Dramaturgy,2017,"|Music (1 eps)|Oct 2017 - Oct 2017|1,448 members|",7.45,2017
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,2019,"|Movie (1 eps)|Feb 2019 - Feb 2019|129,215 members|",7.45,2019
Free!: Dive to the Future Episode 0,2018,"|Special (1 eps)|Jun 2018 - Jun 2018|9,868 members|",7.45,2018
Grappler Baki (TV),2001,"|TV (24 eps)|Jan 2001 - Jun 2001|71,069 members|",7.45,2001
Grappler Baki: Saidai Tournament-hen,2001,"|TV (24 eps)|Jul 2001 - Dec 2001|41,986 members|",7.45,2001
Hakuouki OVA,2011,"|OVA (2 eps)|Mar 2011 - Mar 2011|11,686 members|",7.45,2011
Hidamari Sketch,2007,"|TV (12 eps)|Jan 2007 - Mar 2007|65,137 members|",7.45,2007
High School DxD BorN: Yomigaeranai Fushichou,2015,"|OVA (1 eps)|Dec 2015 - Dec 2015|88,080 members|",7.45,2015
High School Fleet Movie,2020,"|Movie (1 eps)|Jan 2020 - Jan 2020|9,630 members|",7.45,2020
Higurashi no Naku Koro ni Rei,2009,"|OVA (5 eps)|Feb 2009 - Aug 2009|151,452 members|",7.45,2009
Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,2018,"|Movie (1 eps)|Oct 2018 - Oct 2018|2,424 members|",7.45,2018
Kakegurui,2017,"|TV (12 eps)|Jul 2017 - Sep 2017|759,461 members|",7.45,2017
Kamikaze Kaitou Jeanne,2000,"|TV (44 eps)|Feb 1999 - Jan 2000|44,944 members|",7.45,1999
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,2008,"|Movie (1 eps)|Mar 2008 - Mar 2008|4,119 members|",7.45,2008
Kiznaiver,2016,"|TV (12 eps)|Apr 2016 - Jun 2016|514,027 members|",7.45,2016
Love Live! School Idol Project,2013,"|TV (13 eps)|Jan 2013 - Mar 2013|342,639 members|",7.45,2013
Mikakunin de Shinkoukei,2014,"|TV (12 eps)|Jan 2014 - Mar 2014|287,348 members|",7.45,2014
Neon Genesis Evangelion: Death & Rebirth,1997,"|Movie (1 eps)|Mar 1997 - Mar 1997|172,115 members|",7.45,1997
Orange: Mirai,2016,"|Movie (1 eps)|Nov 2016 - Nov 2016|84,625 members|",7.45,2016
Pokemon Black and White 2: Introduction Movie,2012,"|ONA (1 eps)|May 2012 - May 2012|14,107 members|",7.45,2012
Pokemon XY: Mega Evolution,2015,"|Special (4 eps)|Apr 2014 - Oct 2015|22,304 members|",7.45,2014
Quanzhi Fashi III,2018,"|ONA (12 eps)|Oct 2018 - Dec 2018|28,912 members|",7.45,2018
Soredemo Machi wa Mawatteiru,2010,"|TV (12 eps)|Oct 2010 - Dec 2010|49,431 members|",7.45,2010
Sugar Sugar Rune,2006,"|TV (51 eps)|Jul 2005 - Jun 2006|29,461 members|",7.45,2005
"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",2014,"|Special (1 eps)|Jun 2014 - Jun 2014|4,601 members|",7.45,2014
Tenchi Muyou!,1995,"|TV (26 eps)|Apr 1995 - Sep 1995|61,174 members|",7.45,1995
Toaru Majutsu no Index,2009,"|TV (24 eps)|Oct 2008 - Mar 2009|614,054 members|",7.45,2008
Uchuu no Kishi Tekkaman Blade,1993,"|TV (49 eps)|Feb 1992 - Feb 1993|13,110 members|",7.45,1992
Yao Shen Ji Zhi Hei Yu Pian,2020,"|ONA (52 eps)|Apr 2020 - Sep 2020|3,184 members|",7.45,2020
Yoake Tsugeru Lu no Uta,2017,"|Movie (1 eps)|May 2017 - May 2017|33,651 members|",7.45,2017
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,2005,"|TV (12 eps)|Apr 2005 - Jun 2005|2,893 members|",7.45,2005
Rozen Maiden,2004,"|TV (12 eps)|Oct 2004 - Dec 2004|174,152 members|",7.44,2004
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,2008,"|Special (1 eps)|Jan 2008 - Jan 2008|14,750 members|",7.44,2008
Seto no Hanayome OVA Specials,2009,"|Special (2 eps)|Nov 2008 - Jan 2009|10,772 members|",7.44,2008
Shugo Chara!! Doki,2009,"|TV (51 eps)|Oct 2008 - Sep 2009|85,882 members|",7.44,2008
Sora no Otoshimono: Project Pink,2010,"|OVA (1 eps)|Sep 2010 - Sep 2010|93,045 members|",7.44,2010
Super Lovers OVA,2017,"|OVA (2 eps)|Jan 2017 - Sep 2017|21,358 members|",7.44,2017
Tenchi Muyou! in Love,1996,"|Movie (1 eps)|Apr 1996 - Apr 1996|19,711 members|",7.44,1996
Tiger & Bunny Movie 1: The Beginning,2012,"|Movie (1 eps)|Sep 2012 - Sep 2012|20,155 members|",7.44,2012
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,2006,"|Movie (2 eps)|Oct 2006 - Oct 2006|11,306 members|",7.44,2006
X,2002,"|TV (24 eps)|Oct 2001 - Mar 2002|68,619 members|",7.44,2001
Yao Shen Ji,2017,"|ONA (40 eps)|May 2017 - Sep 2017|10,368 members|",7.44,2017
Chobits,2002,"|TV (26 eps)|Apr 2002 - Sep 2002|391,504 members|",7.44,2002
City Hunter: The Secret Service,1996,"|Special (1 eps)|Jan 1996 - Jan 1996|5,727 members|",7.44,1996
Cowboy Bebop: Yose Atsume Blues,1998,"|Special (1 eps)|Jun 1998 - Jun 1998|34,467 members|",7.44,1998
Detective Conan: Black History 2,2007,"|Special (1 eps)|Dec 2007 - Dec 2007|4,688 members|",7.44,2007
Doupo Cangqiong Specials,2017,"|ONA (2 eps)|Sep 2017 - Oct 2017|1,982 members|",7.44,2017
Dragon Ball Super,2018,"|TV (131 eps)|Jul 2015 - Mar 2018|502,550 members|",7.44,2015
Hakkenden: Touhou Hakken Ibun,2013,"|TV (13 eps)|Jan 2013 - Mar 2013|94,395 members|",7.44,2013
Hime-chan no Ribbon,1993,"|TV (61 eps)|Oct 1992 - Dec 1993|6,559 members|",7.44,1992
Ikoku Meiro no Croisée The Animation,2011,"|TV (12 eps)|Jul 2011 - Sep 2011|51,130 members|",7.44,2011
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,2018,"|Movie (1 eps)|Oct 2018 - Oct 2018|13,736 members|",7.44,2018
Kimagure Orange☆Road OVA,1991,"|OVA (8 eps)|Mar 1989 - Apr 1991|5,824 members|",7.44,1989
Koi ni Naritai Aquarium,2016,"|Music (1 eps)|Apr 2016 - Apr 2016|6,884 members|",7.44,2016
"Kono Danshi, Ningyo Hiroimashita.",2012,"|OVA (1 eps)|Nov 2012 - Nov 2012|29,505 members|",7.44,2012
Kore wa Zombie Desu ka?,2011,"|TV (12 eps)|Jan 2011 - Mar 2011|512,527 members|",7.44,2011
Mitsuboshi Colors,2018,"|TV (12 eps)|Jan 2018 - Mar 2018|72,643 members|",7.44,2018
Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,2007,"|Special (4 eps)|Jun 2007 - Jun 2007|7,137 members|",7.44,2007
Ai no Wakakusa Monogatari,1987,"|TV (48 eps)|Jan 1987 - Dec 1987|6,277 members|",7.43,1987
Ansatsu Kyoushitsu: Deai no Jikan,2014,"|Special (1 eps)|Nov 2014 - Nov 2014|88,991 members|",7.43,2014
Captain Tsubasa (2018),2019,"|TV (52 eps)|Apr 2018 - Apr 2019|51,969 members|",7.43,2018
City Hunter: Ai to Shukumei no Magnum,1989,"|Movie (1 eps)|Jun 1989 - Jun 1989|5,928 members|",7.43,1989
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,1999,"|Special (1 eps)|Apr 1999 - Apr 1999|4,269 members|",7.43,1999
Comic Girls,2018,"|TV (12 eps)|Apr 2018 - Jun 2018|108,249 members|",7.43,2018
Doraemon Movie 26: Nobita no Kyouryuu 2006,2006,"|Movie (1 eps)|Mar 2006 - Mar 2006|7,123 members|",7.43,2006
Gunslinger Girl,2004,"|TV (13 eps)|Oct 2003 - Feb 2004|158,213 members|",7.43,2003
Hitorijime My Hero,2017,"|TV (12 eps)|Jul 2017 - Sep 2017|93,698 members|",7.43,2017
Jashin-chan Dropkick',2020,"|ONA (11 eps)|Apr 2020 - Apr 2020|23,442 members|",7.43,2020
Kore wa Zombie Desu ka? OVA,2012,"|OVA (2 eps)|Jun 2011 - Apr 2012|114,178 members|",7.43,2011
Mahou Shoujo Lyrical Nanoha,2004,"|TV (13 eps)|Oct 2004 - Dec 2004|87,649 members|",7.43,2004
Majimoji Rurumo: Kanketsu-hen,2019,"|OVA (2 eps)|Jul 2019 - Jul 2019|6,563 members|",7.43,2019
Mi Yu Xing Zhe,2018,"|ONA (12 eps)|Feb 2018 - Apr 2018|12,116 members|",7.43,2018
Miira no Kaikata,2018,"|TV (12 eps)|Jan 2018 - Mar 2018|79,063 members|",7.43,2018
Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,2005,"|OVA (1 eps)|Dec 2005 - Dec 2005|20,304 members|",7.43,2005
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,2011,"|ONA (4 eps)|Feb 2011 - May 2011|158,935 members|",7.43,2011
Osomatsu-san Special,2016,"|Special (1 eps)|Jan 2016 - Jan 2016|10,030 members|",7.43,2016
Psycho-Pass 2,2014,"|TV (11 eps)|Oct 2014 - Dec 2014|486,458 members|",7.43,2014
Puchi Pri*Yucie,2003,"|TV (26 eps)|Sep 2002 - Mar 2003|11,890 members|",7.43,2002
RahXephon,2002,"|TV (26 eps)|Jan 2002 - Sep 2002|98,103 members|",7.43,2002
